algorithm,scale,seed,node_num,need_points,subtask_num,task_num,robot_num,station_num,order_num,sku_num,tote_num,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp1_avg_sku_units_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,sp4_assigned_robot_num,station_utilization_mean,station_idle_total,robot_busy_time_total,robot_utilization_mean,noise_ratio,task_per_subtask,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec,runtime_sim_sec
baseline,SMALL,42,41,41,0,0,2,2,2,60,200,7.0,5.0,15.428571428571429,4.0,0.25,18.0,24.0,12.0,336.0,390.0,2.0,0.3678646934460888,449.0,49.0,0.051797040169133196,0.3157894736842105,2.5714285714285716,473.0,2.1442722999927355,0.0006406000029528514,7.359999290201813e-05,0.002816799998981878,1.0123405000049388,7.03999976394698e-05
